"","Year","N_ID","Pop","C_Rate","Ad_Ed","Child_Care","Com_House","Emp_Res","Sub_Trt","Trans_House","Recreation","Inflation","NIA"
"270",2015,135,18000.9996666079,"Medium",0,0,26,1,0,0,2,1.13,1
"271",2015,73,20506.9975593301,"High",8,0,36,5,2,1,6,1.13,0
"272",2015,84,15531.9999802068,"Low",0,0,3,0,0,0,0,1.13,0
"273",2015,64,12760.9993978987,"Medium",0,0,49,0,0,0,0,1.13,0
"274",2015,50,16659.9992000753,"Low",0,0,1,0,0,0,0,1.13,0
"275",2015,130,27503.0009302839,"Medium",1,0,0,1,0,0,0,1.13,0
"276",2015,46,16332.9997759043,"Low",0,0,0,0,0,0,0,1.13,0
"277",2015,94,14709.9987646085,"Low",0,0,21,3,1,0,0,1.13,0
"278",2015,56,17285.996693756,"Very Low",0,0,0,0,0,0,0,1.13,0
"279",2015,108,14719.9998236749,"Medium",0,0,1,1,0,0,0,1.13,0
"280",2015,17,33588.0017409449,"Medium",0,44,3,0,0,0,0,1.13,0
"281",2016,97,12950.0015909509,"Very Low",0,0,0,0,0,0,0,1.43,0
"282",2016,27,28597.9959207749,"High",1,0,4,8,2,0,1,1.43,1
"283",2016,38,16722.0000374318,"Low",3,0,0,3,0,0,0,1.43,0
"284",2016,31,15227.999208744,"High",1,0,48,4,0,0,0,1.43,0
"285",2016,16,25783.0018767298,"Very Low",0,46,0,1,0,0,1,1.43,0
"286",2016,118,28234.0012916708,"Low",1,0,15,3,0,0,0,1.43,0
"287",2016,63,22209.0004054591,"Low",0,0,26,0,0,0,0,1.43,0
"288",2016,3,10675.9987149625,"Medium",0,60,30,1,0,0,1,1.43,1
"289",2016,55,21809.9997454999,"Very Low",0,0,1,1,0,0,1,1.43,1
"290",2016,59,17717.9985269867,"Very Low",2,0,6,0,0,0,1,1.43,0
"291",2016,106,14863.9994463524,"Low",0,0,2,0,0,1,0,1.43,0
"292",2016,14,45465.0009629593,"Medium",2,57,5,3,1,0,0,1.43,0
"293",2016,66,9981.0001142312,"High",2,0,10,2,0,0,2,1.43,0
"294",2016,28,10222.9997002809,"Medium",0,0,7,0,0,0,0,1.43,1
"295",2016,139,17235.9961063602,"High",0,0,3,2,0,0,0,1.43,1
"296",2016,85,22759.999145845,"High",2,0,10,1,0,1,2,1.43,1
"297",2016,70,28911.0002527207,"High",0,0,85,2,0,0,1,1.43,0
"298",2016,40,18308.0006761495,"Low",0,0,19,1,0,0,0,1.43,0
"299",2016,61,16236.9992827396,"Medium",0,0,4,2,0,0,1,1.43,1
"300",2016,21,12795.0006442937,"High",0,36,12,1,0,0,3,1.43,1
"301",2016,22,16045.0003325576,"Medium",0,38,6,1,0,0,0,1.43,1
"302",2016,133,13736.0004336032,"Low",0,0,0,0,0,0,0,1.43,0
"303",2016,75,32849.0014223145,"High",4,0,9,4,7,0,3,1.43,0
"304",2016,120,27849.9997610057,"High",0,0,8,1,0,1,1,1.43,0
"305",2016,123,16378.999776862,"Medium",1,0,15,3,0,0,1,1.43,0
"306",2016,44,22648.9988369783,"Low",2,0,51,2,0,0,3,1.43,1
"307",2016,92,14635.0009151865,"Low",0,0,6,1,0,0,0,1.43,0
"308",2016,125,14089.0001782303,"Low",0,0,12,0,1,0,1,1.43,1
"309",2016,90,14892.9996061,"Medium",0,0,16,1,1,0,0,1.43,0
"310",2016,57,11884.9997604173,"Low",0,0,0,0,0,1,0,1.43,0
"311",2016,10,11336.9995531447,"Medium",0,47,0,0,0,0,0,1.43,0
"312",2016,68,12282.0007439759,"Medium",1,0,6,3,1,0,1,1.43,0
"313",2016,13,12216.0005040466,"Very Low",0,26,8,1,0,0,1,1.43,0
"314",2016,102,13182.0004958385,"Very Low",0,0,5,0,0,0,0,1.43,0
"315",2016,25,31398.0003618306,"High",1,26,83,2,1,1,1,1.43,1
"316",2016,65,14920.9992242182,"High",0,0,59,1,0,0,1,1.43,0
"317",2016,140,10159.9992853495,"Low",0,0,0,0,0,0,0,1.43,0
"318",2016,81,17222.999681411,"Medium",1,0,3,1,3,0,4,1.43,0
"319",2016,43,18029.0008883241,"Medium",0,0,37,3,0,0,1,1.43,1
"320",2016,77,69455.9838419406,"High",0,0,26,11,1,1,3,1.43,0
"321",2016,136,28207.9944166523,"High",2,0,26,1,0,0,4,1.43,1
"322",2016,1,34419.0001577486,"High",1,32,6,2,1,0,0,1.43,0
"323",2016,35,27068.998804794,"Very Low",0,0,1,1,0,0,2,1.43,0
"324",2016,124,17646.0040555947,"High",1,0,16,1,0,0,3,1.43,1
"325",2016,6,22668.9988837925,"Medium",1,40,5,4,0,0,1,1.43,1
"326",2016,49,13485.9983625635,"Very Low",1,0,4,0,0,0,0,1.43,0
"327",2016,33,17010.0002004872,"Low",0,0,4,0,0,0,0,1.43,0
"328",2016,110,11407.9996400729,"Low",0,0,1,3,0,0,2,1.43,1
"329",2016,54,19245.9996023159,"Medium",0,0,0,0,0,0,0,1.43,0
"330",2016,58,9502.000171036,"Low",0,0,0,0,0,0,0,1.43,0
"331",2016,96,11299.9998588653,"Low",1,0,0,0,0,0,0,1.43,0
"332",2016,78,18690.9988032907,"High",2,0,76,3,1,0,11,1.43,0
"333",2016,15,9498.00013024485,"Low",0,48,0,0,0,0,0,1.43,0
"334",2016,89,10384.000332288,"Low",0,0,1,0,0,0,0,1.43,0
"335",2016,101,11049.9985666129,"Very Low",0,0,0,0,0,0,0,1.43,0
"336",2016,53,16364.000834564,"Very Low",0,0,0,4,0,0,1,1.43,0
"337",2016,95,31688.0014224772,"High",0,0,16,1,2,1,2,1.43,0
"338",2016,109,10292.0001493102,"Low",0,0,0,0,0,1,1,1.43,0
